votos,financ,idade,n_part,fpart,votos_t1
153241.16,3262.9397,37,6,.38142079,23066.539
158206.52,9562.1758,48,0,.50590545,6690.7808
182425.78,13513.721,44,1,.14213061,56617.465
146415.44,21754.629,47,5,.41177961,5393.5449
269537.97,8499.5928,47,4,.34339708,23728.057
277943.28,19426.379,50,1,.018231401,26428.336
197651.5,5983.6597,43,1,.44628164,17036.797
189310.06,15153.12,41,5,.16148093,7706.6274
199191.13,12618.513,52,3,.033354703,16250.23
238598.14,16334.057,47,0,.17972966,44056.191
179954.97,15743.376,39,1,.2751193,22895.5
218390.67,6041.7012,45,3,.38183659,8849.1045
171918.33,12784.345,41,1,.18029636,6353.6548
175446.34,5916.4717,34,3,.22483824,18687.365
197992.02,1539.7974,45,3,.10564079,4252.2622
162898.59,2087.5603,33,0,.21587466,4499.6304
212441,14151.702,45,5,.14464404,5683.4761
226959.63,39475.02,37,3,.20227629,57631.391
100863.66,21729.576,33,4,.1364094,24216.07
204059.11,9271.3779,46,4,.20192128,19675.834
176802.53,6493.7993,45,3,.54090405,7588.9668
183265.3,10057.035,49,5,.52233499,23067.781
196854.8,11630.942,42,1,.24878579,11126.044
137354.45,16353.352,34,3,.20337127,21997.174
216782.67,27203.029,43,3,.17222162,59155.973
150722.66,43741.863,53,1,.087335072,9290.4512
128020.2,2705.1216,39,1,.28347,3894.1079
187829.98,26867.488,35,2,.076903902,44192.305
278089.81,5913.9399,40,2,.09510272,50758.859
198216.94,13757.359,52,2,.228266,29918.605
172997.75,721.57544,41,2,.56070083,32093.35
185939.47,11628.632,53,4,.14137688,12782.05
155807.47,1080.5043,45,1,.35072893,2641.77
186570.83,3084.0337,38,3,.3567262,49603.438
188174.42,4026.4028,40,2,.12257615,630.10748
160798.75,1424.0581,40,1,.13077797,30233.738
245821.42,2020.38,38,2,.051245529,63005.684
185574.81,5070.4346,40,1,.29736263,59614.563
234349.41,17115.516,47,3,.31546265,17239.455
213699.52,8096.4282,45,6,.29102436,18951.51
207291.98,10473.558,47,5,.1382814,7044.6558
180787.45,295.8446,42,2,.047346249,59410.129
199647.94,7129.9043,37,1,.38549468,11952.961
218471.22,16746.631,42,3,.20071568,42453.566
213686.77,1548.4203,47,1,.10370851,8546.6113
162707,4239.1006,35,0,.24426399,38625.031
194384.63,11772.694,56,0,.17389658,12250.667
124190.66,973.30646,44,4,.10432998,30439.645
174949.86,5225.8496,54,2,.1711704,2052.7886
175329.77,5385.2598,40,3,.32603982,29482.236
206425.58,6457.0488,44,0,.34369931,27584.615
386658.56,18756.303,42,4,.22532548,126112.3
149756.3,3074.4001,49,1,.15667817,703.21484
135058.31,5059.7578,40,0,.11718463,326.14856
121861.78,12863.412,41,3,.33202106,4338.4722
270197.75,16402.549,40,4,.24668011,110171.95
192880.02,347.53857,45,1,.020166511,19717.391
207792.7,5533.9399,45,1,.16075894,44938.375
109213.4,5922.5635,42,1,.15492271,5929.0728
149694.88,6924.1689,41,6,.14003947,8899.6152
291506.81,951.10205,57,0,.29059008,35864.691
160612.41,1547.5095,40,1,.26618797,17018.016
289732,1425.6962,39,1,.041250501,85486.18
121018.84,653.72314,38,1,.20934224,9106.5391
156863.75,6208.1855,43,1,.086893141,16748.188
195572.58,3908.6287,44,2,.30842069,40031.391
215545.73,1415.5942,48,1,.28258559,33823.578
213771.7,1936.2379,45,2,.38395163,6460.2378
149232.86,1365.8093,47,6,.090146363,14888.435
218220.72,9422.6025,45,0,.44190487,42484.996
253926.55,474.50323,49,0,.50292265,91011.695
333465.34,1424.8495,51,1,.16248077,83493.016
247122.05,19534.861,43,1,.10262381,18651.066
200023.7,2198.0015,47,0,.17500202,24840.01
202425.06,5164.4624,51,3,.28685358,26565.064
146184.08,16508.037,35,3,.24002019,14131.783
208120.55,15733.531,58,1,.17870207,17407.611
229019.86,12389.231,55,4,.11647149,21003.902
212678.86,1254.9442,43,0,.33672789,16695.369
177040.77,670.65863,45,3,.14637311,2536.4961
201241.11,13394.899,44,1,.23908681,22307.891
170860.41,14579.4,47,1,.055438563,29369.094
123598.94,2157.2581,40,2,.093567304,1771.226
181248.81,5161.2095,50,2,.1940095,15443.396
162866.78,15621.909,41,2,.092698261,28500.494
230791.61,2202.7195,58,3,.36284852,14156.466
230927.69,8694.7842,40,1,.20573178,38862.07
264508.28,2536.1055,49,3,.12467055,8814.8174
222104.66,7940.3677,44,4,.22349234,11180.629
327441.13,1293.844,39,7,.025064928,87311.32
196218.05,20891.635,43,1,.14491281,8353.1367
231306.77,17500.965,50,2,.26007277,22004.605
131836.63,3321.9087,39,1,.22933538,11667.086
253114.22,12934.426,54,4,.13732663,19791.205
242714.25,2985.5515,47,2,.18706863,61354.813
381725.56,13325.806,60,1,.10073685,72213.234
166249.52,1183.9779,39,3,.033452533,31665.078
262523.25,6685.6929,54,2,.19215156,33569.434
345258.38,667.41986,67,1,.13650355,53271.785
268149.09,11821.879,43,2,.50169951,61238.504
217815.31,20114.949,56,1,.4035604,16609.764
129795.97,2634.5078,43,0,.17176081,55.59351
238769.67,2495.0745,45,3,.18033884,9061.7783
117735.34,47528.582,44,3,.10538761,11810.338
193130.33,1179.8794,41,0,.22519861,14447.246
222954.13,18320.768,47,0,.17113431,10648.543
266678.19,2682.0298,46,3,.25185937,60780.793
203922.31,6546.1714,45,3,.1577632,36982.078
123850.5,19409.666,46,2,.27559683,22386.943
206594.02,193.2222,47,3,.034750652,2951.8755
211455.89,3385.8635,47,3,.19914491,408.56989
82986.047,6222.7896,26,3,.19565549,15114.383
262996.63,11989.21,41,2,.067612283,50808.625
296326.19,20977.307,45,1,.21736065,66073.617
325678.88,6123.9404,59,0,.14993294,88922.039
236998.58,13097.054,49,0,.11249822,17410.539
224372.81,2911.4287,54,2,.3028723,12916.679
268600.56,24092.326,51,3,.041844025,49136.258
234732.16,539.03448,49,6,.1159991,10015.538
107935.21,4890.9009,33,2,.25835189,1232.2715
227697.02,17537.049,44,3,.049418889,36534.188
211038.78,2137.0688,45,5,.19307502,72807.508
299443.69,8456.7275,63,1,.1531191,1637.2551
239621.09,8474.8701,57,3,.098783098,13377.241
217678.31,1034.4054,42,4,.36231652,37855.652
170251.69,7600.9683,39,3,.068506852,12319.37
195661.06,2547.3076,43,3,.1019128,63266.602
159132.44,10167.157,39,1,.22392806,9203.7002
180866.3,10929.652,45,1,.068677358,30337.299
253145.52,7618.4512,54,2,.21261436,5201.8545
163697.55,7932.1519,50,4,.21304864,11508.066
155399.23,626.27338,49,1,.2825886,1531.4686
266647.47,10918.29,53,1,.29643777,103157.77
236656.56,14664.532,40,2,.11565664,58676.258
160075.25,2153.2949,41,1,.17521082,3067.6797
235687.67,834.95374,36,2,.30160621,16084.241
187865.81,3635.1699,41,2,.18936324,61553.648
239000.11,4079.8406,48,1,.16431767,34181.684
154397.58,2840.6887,54,2,.069034532,6769.0386
152352.59,10407.522,48,0,.15276344,377.54083
177477.5,4633.0288,45,2,.47030178,67031.953
263924.03,10485.844,57,2,.19848777,3661.6428
163805.19,17423.039,37,3,.18070883,209.11627
185722.48,10058.007,45,2,.21073289,27283.107
192071.13,2400.7671,36,1,.14737783,37747.922
280871,976.25061,50,1,.28397679,49343.938
192269.83,3419.9092,49,3,.075001121,7135.9565
245926.72,893.03625,51,2,.29323059,50064.137
215155.81,15551.001,40,3,.14879906,20023.84
186053.7,9009.625,41,2,.14073312,1607.4899
186302.11,9376.375,50,2,.45499021,1582.8162
197444.89,23894.545,49,4,.45054862,10501.985
271336.22,797.73499,46,2,.098371603,51966.277
176291.16,1501.8677,39,0,.17573209,9526.9941
216716.14,8271.5293,52,3,.10007099,32805.613
178279.98,2451.4832,45,3,.090024807,18130.172
203321.52,15073.15,54,1,.20726353,17242.209
237859.2,9843.0479,45,3,.20034969,24559.381
185252.39,4659.0225,35,2,.35331982,14955.395
224359.28,9936.9922,53,5,.26036382,65434.383
188010.69,1312.5562,41,0,.058275882,22012.092
160012.3,6396.8911,53,3,.1413323,254.44444
183518.95,4009.6299,45,3,.2593722,19680.818
257674.25,3770.8162,46,1,.21502593,53009.559
192412.34,942.85266,43,2,.042794544,39949.516
169299,57729.508,40,4,.15350367,663.72778
221712.67,4344.5205,45,3,.25476655,7055.3809
119254.16,12591.412,42,0,.089636952,5537.3975
239351.09,15788.813,47,0,.045601092,80527.289
282645.44,2022.3,44,1,.39901939,105513.13
174333.05,7003.1143,40,6,.28714475,8957.6328
201697.81,9345.7871,52,2,.19963285,7271.6392
246363.92,1007.9981,46,1,.18099041,7431.8198
296343.59,10284.562,59,3,.2939887,30619.277
203111.3,1266.8347,49,1,.35978222,593.95221
168890.94,6593.377,49,4,.1400304,18398.619
130849.39,9104.0156,41,4,.075829282,6392.3115
239453.34,915.65125,47,1,.11091993,6794.2134
243486.53,6168.8037,58,1,.16760233,18909.814
223233.44,16925.098,46,2,.30270535,37902.574
233213.11,2204.8245,44,2,.13536473,10623.428
391162.41,13268.274,44,3,.30648178,167096.38
243001.97,17530.424,41,2,.18199892,28895.48
315637.75,12100.706,51,1,.26304457,49819.34
189994.3,2135.3547,54,2,.073186852,20406.24
212847.14,7302.5874,49,1,.11548685,10228.239
216541,5410.9805,44,4,.04117072,28568.668
212807.77,4107.4668,40,1,.31129003,51239.617
210760.25,7634.3657,51,3,.23165184,2093.291
260156.53,2497.6482,51,1,.20852868,47446.191
261991.38,3058.9036,57,1,.23629355,3529.292
213130.02,4708.5308,50,3,.1378475,34682.758
210734.5,6800.8428,37,1,.1520125,23600.895
162951.39,7598.4331,23,0,.33340585,9060.3975
244080.47,16021.988,41,1,.29639944,813.36829
152297.78,1804.3154,38,0,.3750686,2262.6787
192824.52,14565.772,37,2,.41634858,25482.932
212625.39,15410.46,42,5,.24909006,8401.4336
274032.56,18737.555,43,0,.22774215,113892.8
278405.94,1850.5084,41,1,.14213239,123475.2
173375.36,6435.4741,45,4,.163656,16893.492
197370.58,160.76804,46,4,.072953008,20112.346
217323.67,4357.209,45,2,.12379245,7816.2695
192708,3099.833,49,0,.085152879,15946.059
239715,2602.551,57,4,.072513089,1687.7313
146795.89,18017.291,41,1,.046028461,5919.1367
257256.41,11349.722,56,3,.12312974,3057.0479
154260.08,3887.1216,40,2,.069849975,10754.165
102026.58,6971.7344,39,2,.19287342,5769.4272
171257.53,3970.4895,52,2,.21517247,9078.71
238620.48,2870.8237,50,1,.25829467,6171.6636
145885.41,9254.1924,40,0,.24577403,12915.94
201031.66,9392.1709,47,1,.13925873,18347.365
89956.898,1049.4833,41,1,.030344902,979.61755
204655.36,4133.3843,47,4,.034934811,6929.5532
225461.75,12344.379,54,4,.14255925,2796.9141
197839.7,11180.259,46,1,.12229176,4588.1895
221458.89,31474.713,60,3,.44689834,12324.707
210748.77,1715.769,48,4,.18321581,69028.859
339955.53,7156.1904,43,1,.12462627,102761.89
235385.98,1665.9608,54,2,.17346804,11339.07
172734.19,2842.6892,42,0,.18074657,30033.234
268088.66,2482.7312,44,1,.13399023,60756.594
226069.92,1504.0999,47,0,.57378733,38422.375
332147.44,17186.635,56,2,.13014129,26493.637
259699.77,5358.3584,45,0,.11509137,33207.762
192969.77,2651.6726,42,1,.11455286,21914.963
305032.44,16041.89,49,1,.24076875,56567.938
143407.25,4483.5527,40,1,.48952594,5274.627
213978.11,6546.2378,47,0,.38787466,13195.302
208119.58,7372.728,39,0,.090568975,8885.0625
211322.59,935.54523,51,5,.24388975,1741.0626
189712.66,17496.189,41,4,.44260657,18388.266
151668.92,52.886524,44,1,.098246723,10718.236
235339.08,7317.9785,46,3,.27545649,33278.773
212929.23,5739.4453,40,3,.41828746,21613.873
190995.58,807.99786,41,2,.088810116,13305.364
209922.91,7185.354,50,0,.14367054,6396.0469
171903.41,4608.2876,42,1,.096800461,3910.0803
154863.61,6299.9287,40,4,.11394117,16202.338
207283.59,17802.48,44,2,.36380211,34738.16
98890.305,9419.4102,30,3,.13450405,2897.0486
296675.56,48.788227,53,1,.087670036,59769.504
64885.531,566.64075,32,3,.1498092,1953.3851
184099.61,6992.6328,47,1,.16240895,18217.117
130485.61,28956.193,43,1,.1734761,30315.561
142329.61,36368.199,34,1,.11559171,42060.09
193610.75,6125.1924,36,2,.2909483,31729.801
232904.13,3701.3301,50,1,.23612288,31324.67
226137.78,9277.3926,40,2,.38566074,61884.551
259875.25,10595.322,59,1,.2290194,25514.67
225174.11,28968.768,42,4,.31161237,29757.316
125475.5,1083.1497,44,1,.042570893,2671.3718
118151.06,4134.3623,50,2,.32367364,7613.0771
125506.55,11243.06,44,2,.46664008,2805.5378
257963.75,2152.5366,46,0,.52739942,76165.555
261214.5,13825.037,53,2,.35290724,12403.872
254130.3,2351.1057,35,6,.15431435,37936.477
219513.52,2604.4905,51,3,.10710295,8381.0361
178404.73,6231.1045,43,5,.30474174,1.8558618
222896.72,1832.6296,55,5,.19249023,48901.16
217516.84,12354.941,55,2,.26644048,37778.102
151226.2,4250.0371,44,4,.34741789,7940.6304
164617.39,4479.7036,48,4,.23489259,17946.727
150379.05,4871.9385,43,2,.088631645,3306.1541
265408.19,2267.0935,36,1,.28704548,98775.93
154256.94,6216.7002,45,2,.073763989,10128.582
300331.88,5537.9688,46,5,.63642997,72691.852
180377.59,10456.763,49,0,.08085297,923.66901
222311.17,3407.6702,38,5,.36506036,23126.121
318342,11982.474,45,2,.10347329,172937.39
187505.61,14775.07,46,1,.21818435,2954.3735
185315.25,6867.0205,43,3,.055569325,35912.715
252304.45,16650.244,51,0,.035409588,4902.4673
219324.11,526.45605,40,2,.21140027,48657.875
263097.63,17232.016,51,1,.384359,73066.727
166505.31,13693.917,40,2,.52846807,1630.0082
237871.06,698.20203,48,3,.52552098,5983.8525
115991.18,2384.6353,43,1,.25464338,5623.2417
235926.95,2386.6023,45,0,.27199233,52656.363
277155.78,12820.659,41,1,.11957188,41936.008
199923.38,16281.309,42,2,.073074304,20247.299
258726.48,20479.85,50,2,.098124318,38373.301
218054.97,5828.0425,48,2,.20430663,18807.443
240091.22,14075.151,37,2,.34699401,82883.82
187546.17,46.078381,42,1,.25487596,2433.6145
212133.64,6409.8213,48,0,.039584946,26943.881
187456.75,7353.5039,38,1,.29568258,27879.738
195472.56,18971.158,33,3,.30401564,75450.922
195455.58,2056.7085,35,3,.33438098,25909.102
207073.63,27227.834,44,6,.44689935,15267.682
165355.56,4163.9082,33,3,.18845771,9373.5635
296133.53,21417.176,51,1,.29740623,90357.242
242594.42,4834.8979,56,1,.31057173,4255.6978
185894.83,4512.5605,37,2,.11309957,22427.426
269349.25,9073.6846,44,3,.22765072,80618.016
241266.69,6361.5552,45,2,.22342683,77425.695
278161.28,6362.0596,41,5,.17966266,17897.721
202622.67,17167.578,49,2,.21434562,8791.9629
187225.36,20471.527,35,1,.10361668,53923.809
290517.47,635.97864,39,1,.12355985,53799.574
283547.16,8595.6504,42,2,.12903033,58558.105
149569.09,5362.8423,36,1,.39690158,53896.344
181505.13,747.09961,52,1,.42788908,12810.68
155297.22,4373.5845,47,3,.1299073,7280.7939
229459.33,29118.963,55,1,.049204897,4341.1255
231798.97,9732.8369,48,1,.13300374,41899.836
306976.34,3223.99,59,1,.27834716,56252.523
201200.81,17489.426,44,3,.063280925,4695.0327
145186.03,3652.7268,37,3,.47584227,1392.8109
241313.98,2458.0974,38,1,.073777035,64505.516
103132.82,6527.0884,34,3,.1244169,24525.916
184126.81,15767.959,59,1,.23749579,7727.8682
197285.58,3207.0291,42,1,.24743503,20051.184
143330.58,17407.461,37,3,.26666397,5811.0444
170960.78,16140.735,41,3,.26798671,14597.659
209626.66,7175.5645,50,0,.25666037,11365.342
214824.31,3892.021,45,0,.08524359,52898.074
196090.53,9545.9434,40,2,.32278383,2727.5403
184734.5,2992.9319,47,2,.031561073,15834.442
123620.01,20606.701,35,1,.21415676,9909.2861
291594,5484.6372,48,2,.26693848,60392.879
276174.72,20545.275,56,1,.2606824,21032.605
181136.64,8056.6167,41,3,.085881501,31508.055
184748.13,3996.3574,56,4,.31930125,5847.583
153422.56,1200.5024,46,1,.19869956,13648.161
207136.67,28681.986,49,1,.38243571,7794.1855
215060.11,6196.2397,41,2,.067091942,13879.734
202392.39,8542.3848,44,1,.14430939,17729.563
224055.91,5288.4307,52,0,.10847025,25751.73
236424.94,12280.495,37,1,.15648821,57206.012
252590.09,2960.1072,49,0,.061736606,49499.828
200660.59,6341.5591,43,2,.16247131,29788.438
202888.06,13005.382,48,7,.21086141,3272.6538
220056.5,2996.5896,53,2,.17011832,3957.7827
350386.22,18560.951,46,4,.29704729,117584.28
252062.88,28221.461,47,6,.085991494,11951.145
219342.64,19539.031,48,2,.10159523,20250.844
240714.17,3345.6807,38,6,.04947494,89658.695
193331.97,2546.0146,50,1,.43706968,7786.7627
409116.84,20179.881,45,3,.03578205,134229.05
222370.47,2356.1814,57,3,.11360137,9959.9805
157246.41,12966.58,49,0,.10520232,2242.8777
307557.25,18159.492,58,0,.23808795,74399.297
206194.45,27229.814,50,2,.27807516,14967.861
175305.58,1196.2194,44,2,.36720976,18958.758
190877.95,495.733,38,5,.13046576,13001.645
316133.13,1070.8054,42,2,.17024918,74110.25
222245.02,2620.6604,44,2,.40751654,74111.531
268842.44,4584.0552,42,1,.4810656,12155.995
222516.52,9425.6309,49,2,.17869657,29758.115
213424,6562.6172,44,1,.091772623,52389.477
201316.06,10345.365,45,1,.086524636,29969.152
184750.08,23531.486,38,3,.25920692,39721.551
167108.16,1715.7838,53,0,.17511313,19288.518
162279.55,10582.206,36,3,.22877155,1937.2186
294183.53,5461.9849,49,1,.084962368,28000.594
160124.34,3423.064,45,5,.086258255,28169.344
239936.8,19210.092,41,1,.16364436,114974.93
265511.16,21063.23,49,1,.080931947,24446.455
201340.86,3531.7366,43,2,.30193785,9264.1572
214341.16,11455.784,57,1,.025159303,24073.58
200969.2,16711.859,37,2,.088885397,15648.99
177666.3,546.66632,34,2,.075939797,10300.125
192373.64,7391.2788,45,6,.25672522,20649.219
220397.5,12433.374,53,1,.40673751,19555.961
259753.61,2304.5686,54,4,.23705354,19507.109
228461.42,3056.9922,48,2,.072922543,15823.323
111741.01,476.66885,33,2,.43366149,6071.0483
104256.41,8727.4736,34,2,.13597417,1265.0914
307607.44,19532.23,48,7,.04832973,92289.047
212640.36,10043.476,34,5,.23127753,80603.047
191394.78,20742.695,47,2,.25098869,20775.242
154921.27,13751.005,33,5,.38741228,64330.215
203959.13,6808.0718,31,1,.26149625,50189.492
181161.19,26080.148,36,0,.10355198,30400.369
233753.63,7465.0967,54,5,.24767032,550.81714
300155.09,6906.1157,48,2,.19516808,46200.27
181715.39,11075.661,50,2,.32728246,31558.307
195580.61,6856.8936,47,2,.46246958,12391.341
159001.38,4972.0874,34,1,.080520719,18759.865
153944.13,28507.09,37,3,.26239356,29238.471
304806.41,596.41058,48,4,.42108864,50705.617
152151.11,17226.48,36,2,.096598007,11054.228
298800.91,987.07764,43,1,.081741855,78460.086
167688.14,16786.77,32,0,.33280003,11520.531
322559.38,1376.7792,43,0,.35020298,102443.98
207573.23,9953.9844,50,2,.051283177,25296.055
188047.5,23235.934,48,3,.13441244,15173.298
163661.09,2728.2126,32,0,.42047906,48286.297
154562.34,2736.4746,45,1,.30546221,16884.521
170688.73,187.53343,48,2,.32609648,17223.111
122350.93,3440.7803,47,3,.21655659,20480.129
220019.23,1989.63,51,2,.24269885,17237.451
171557.23,4082.7288,44,1,.046085145,1196.3997
114096.28,2507.3391,41,4,.14870064,7654.3931
304069.63,4451.3882,42,3,.23291831,84498.953
193303.06,18002.48,37,3,.16622154,24594.199
265330.94,4008.2021,46,2,.40225139,46839.047
273718.38,1640.9496,53,4,.11585131,10145.896
289684.91,3983.6279,56,1,.14805299,22532.582
126449.73,46516.594,40,3,.051037785,16342.286
188114.86,6516.436,59,3,.35372409,3229.4514
187845.81,560.48834,40,4,.09392602,9086.2236
201925.14,10831.749,42,0,.20275651,29830.156
204264.52,15129.718,44,4,.091349304,6616.0313
242960.25,3520.8142,37,1,.21136218,17380.389
156993.64,41963.781,37,2,.14324011,7906.7266
111796.19,811.77563,37,0,.23145716,13607.606
263010.63,2910.7329,41,3,.1678177,50912.391
242974.64,4009.386,48,1,.14700861,25151.066
291138.69,7142.1274,49,3,.10430013,112383.71
213544,9675.9258,47,2,.060260762,10312.819
264442.88,8082.2832,43,4,.2134199,26368.611
225074.59,2414.2405,37,1,.28771755,36003.719
293560.66,5121.3442,44,1,.22907355,106426.27
268673.66,8856.0557,51,2,.066059403,18263.021
238277.14,20639.107,48,3,.031162601,45962.859
252159.08,20360.77,54,1,.071524054,17098.119
248758.61,6704.2803,53,0,.26214615,14722.261
174135.7,13903.864,35,2,.34552771,33721.492
201638.86,698.75458,48,3,.29119194,21372.482
174278.89,6425.5503,35,1,.18683933,6667.9531
218808.39,14425.646,44,3,.33842432,16032.408
217849.11,22357.609,48,4,.33389938,62589.008
246773.64,5132.6973,48,2,.12738766,61205.031
171813.53,2148.7,36,3,.29013333,2183.8718
229382.05,12437.696,51,1,.3069835,24639.645
195886,810.15002,46,6,.18136205,2785.1367
240309.09,12597.23,44,2,.26471016,34326.273
142122.53,6472.1338,49,2,.11054395,4695.333
126966.29,7344.5918,44,1,.2609438,23009.033
233238.86,15611.331,49,3,.11308874,30387.764
162114.73,5752.8701,37,2,.41069096,330.35382
286259.75,27676.543,53,3,.29698652,30395.24
135796.14,4138.9141,45,2,.13994466,12789.854
165018.84,7895.1357,45,1,.24883026,349.45862
196717.78,6803.2549,37,5,.20739108,38691.336
239751.41,1326.1826,42,2,.13895212,20464.59
179980.83,10916.881,47,1,.27328742,46662.863
218711.34,9607.3848,48,1,.15554127,90664.25
175607.59,2343.4805,50,7,.061640885,2536.0454
150497.63,5144.4893,42,2,.17321569,37762.359
235600.97,2416.3342,48,0,.30469972,18778.848
157724.08,1368.756,45,0,.2934525,3353.8738
261470.41,266.76303,45,2,.21685977,48978.477
190164.8,1549.3584,56,0,.23417942,1745.9202
269101.13,7831.7798,51,2,.26161271,27890.973
215948.89,21624.832,53,1,.18903746,12705.433
366838.25,8838.9414,51,1,.27869061,103780.34
99377.32,7302.1396,32,0,.10231294,38154.918
232466.3,17668.672,41,3,.069854647,50375.879
266701.22,20871.537,52,1,.29891112,4457.0298
197846.13,781.39349,45,2,.1934393,7598.1455
276884.84,672.94128,50,2,.32845959,6946.7329
275669.56,18453.949,52,4,.16771457,63582.605
160386.03,545.78882,44,1,.10841501,32924.539
159652.58,6082.9941,40,1,.053136759,49392.574
196212.08,10294.474,49,2,.056772497,10852.805
225559.31,9600.8115,55,4,.019932333,1942.675
354211.03,4095.3999,53,3,.10425506,78006.32
240650.8,11304.201,48,2,.16853955,16199.778
333528.03,2510.7031,45,1,.036313582,94668.828
251252.5,11013.132,39,1,.19291808,15590.587
200716.8,8946.6445,43,2,.20255984,3842.874
180711.94,7211.7485,36,0,.24404405,17768.791
144219.58,9864.3564,45,2,.2718707,20638.342
137504.97,4505.1699,44,0,.18266311,19401.748
211135.86,17767.736,49,2,.11653073,27660.018
208979.36,854.0144,40,3,.3579531,54312.891
198665.56,4381.6011,45,3,.23911703,6875.6353
198727.86,5197.7148,53,3,.37985349,1109.4492
306432.53,8175.1323,57,1,.48318455,79385.102
120293.17,2519.7832,33,4,.18568125,12312.932
163451.13,29856.684,42,1,.12262595,13068.92
190799.88,1470.9652,43,0,.14709501,9648.543
285149.69,1033.0114,53,2,.041245762,24423.516
240665.64,12299.247,46,0,.1348737,10334.166
150537.56,241.84019,36,0,.27818057,48737.59
247695.83,9421.6475,35,4,.52131915,72859.688
237380.66,30856.791,51,2,.21275587,26893.568
217820.19,2023.9724,40,0,.14031625,60068.801
197606.34,61.91169,45,1,.34881428,12042.671
108848.3,13923.468,38,3,.25576344,6078.4785
187921.88,353.20987,48,0,.1022703,22293.178
239532.53,2727.4146,41,1,.26365903,62007.207
228849.59,2456.0264,47,1,.26095584,14287.559
298891.91,23130.752,49,2,.34067905,77683.805
160504.98,6419.2261,57,2,.33005282,6468.8975
275369.22,2997.6255,44,2,.088345379,100556.63
159617.61,2226.4348,49,2,.2298854,1505.2985
187725.16,785.07874,45,0,.066030815,13226.91
179982.08,20243.719,54,3,.18141931,29939.137
306583.09,1541.4971,49,4,.26383352,41250.129
311142.34,5799.4937,60,3,.29274783,85306.414
224029.3,12423.909,45,1,.32730857,3754.7512
254855.02,886.28613,51,0,.037534557,5783.0361
213559.27,1880.668,45,1,.099582188,42171.391
131753.98,6045.1787,32,1,.49753535,5364.7134
254059.36,922.9397,42,2,.13136984,50869.184
89114.102,3291.7717,30,1,.15455951,17314.494
157319.22,1893.3209,45,2,.31024238,15602.882
241532.39,6571.8945,45,2,.25337347,21849.201
154178.67,13423.249,33,4,.15313514,1462.0387
241667.2,6568.521,48,2,.043885,28979.402
241316.13,4957.7764,53,1,.17595111,30419.768
215868.88,4559.8125,42,2,.081928544,28550.959
266291.25,1050.2148,42,1,.27978998,33216.266
301555,4391.0942,55,4,.17388788,84951.633
251834.95,10584.354,51,2,.10517417,11709.495
223093.55,7873.0415,36,3,.278837,25308.586
264851,23499.477,39,3,.095497087,77243.57
236402.28,86.918686,57,3,.18975897,18315.424
175866.09,3958.0012,43,1,.29468015,4555.7866
254261.77,11650.905,56,1,.082603365,10133.56
232396.22,893.52423,41,0,.1194508,31014.172
161632.41,36047.281,44,3,.05084236,16086.119
179321.94,10665.814,52,5,.20137283,10278.378
222463.77,2488.5237,43,2,.31014651,19276.666
200996.88,5768.4785,49,3,.13264197,4890.9395
212027.19,13773.645,39,1,.063259713,2568.3267
159668.3,18560.082,42,3,.20720889,2864.3772
233458.78,4037.262,44,4,.25081328,22933.768
195797.31,7483.498,33,0,.47940508,6172.3618
189505.05,5832.9365,46,1,.11689193,27142.895
142426.11,7891.0732,38,1,.31568831,14708.584
169767.8,2352.8809,49,2,.20521581,18806.137
193420.13,7255.3848,42,2,.026285769,7569.499
181192.31,15182.49,43,3,.070987567,12343.387
208576.52,1238.8441,54,4,.30569553,10852.638
253791.33,13001.758,39,1,.075437948,139383.39
135548.17,4396.1187,40,1,.18528481,8479.3418
221632.55,4358.4644,44,1,.30524552,79429.555
214534.2,5280.3511,53,0,.27475947,5192.0073
205209.05,9188.9971,49,1,.20564795,22801.48
125227.63,10346.776,47,0,.16522637,9224.1582
207908.13,1333.1917,41,4,.11927061,25097.498
153289.14,16584.281,36,1,.48376408,13464.44
126843.89,3973.1453,35,2,.50847274,7841.9248
223138,2199.3523,52,2,.32444826,79492.188
250829.2,23957.529,53,1,.12100035,12012.211
230125.84,4309.6387,44,2,.068250813,69687.93
319782.81,4259.1016,54,1,.23480757,66745.25
171141.75,3570.9187,34,1,.035466667,26487.732
232155.55,4958.6211,55,1,.060983602,27843.773
200456.64,7613.3584,43,1,.096003003,8119.144
274773.19,5526.6504,54,1,.066840179,46564.242
256902.16,10062.383,50,1,.37598273,27462.479
191533.88,29080.42,42,3,.075001456,20140.363
179642.73,21516.068,37,1,.29887637,29447.021
164946.59,15186.545,45,2,.23898891,6002.5068
206831.86,5755.2671,47,1,.081934281,9739.0186
208896.17,1878.1334,52,1,.17636488,35703.719
223112.73,10897.074,58,3,.1977962,7279.271
187024.33,5229.3501,48,0,.029788995,1495.0735
289540.19,12219.773,57,4,.15443738,26436.748
197722.88,1412.074,45,2,.19018619,16018.819
181671.09,209.75829,34,1,.16483845,54977.594
253567.17,4824.6841,51,1,.1667551,66834.547
254909.53,10089.896,48,5,.26449814,22387.576
201534.11,12564.643,42,1,.18338402,49498.648
181301.05,29836.184,34,3,.17120199,41576.914
176474.22,7064.0703,39,4,.14859894,68729.5
258038.39,1557.6616,52,2,.094621651,27787.414
246732.45,1605.526,43,1,.3960959,21361.92
176935.41,20976.906,44,1,.37199891,23325.525
